datetime,data,type,unit,network,region
2016-03-24 02:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 02:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 03:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 03:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 04:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 04:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 05:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 05:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 06:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 06:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 07:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 07:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 08:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 08:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 09:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 09:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 10:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 10:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 11:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 11:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 12:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 12:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 13:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 13:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 14:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 14:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 15:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 15:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 16:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 16:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 17:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 17:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 18:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 18:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 19:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 19:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 20:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 20:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 21:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 21:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 22:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 22:30:00,0.0,distillate,MW,wem,WEM
2016-03-24 23:00:00,0.0,distillate,MW,wem,WEM
2016-03-24 23:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 00:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 00:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 01:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 01:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 02:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 02:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 03:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 03:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 04:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 04:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 05:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 05:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 06:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 06:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 07:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 07:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 08:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 08:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 09:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 09:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 10:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 10:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 11:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 11:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 12:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 12:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 13:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 13:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 14:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 14:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 15:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 15:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 16:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 16:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 17:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 17:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 18:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 18:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 19:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 19:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 20:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 20:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 21:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 21:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 22:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 22:30:00,0.0,distillate,MW,wem,WEM
2016-03-25 23:00:00,0.0,distillate,MW,wem,WEM
2016-03-25 23:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 00:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 00:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 01:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 01:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 02:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 02:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 03:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 03:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 04:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 04:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 05:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 05:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 06:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 06:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 07:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 07:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 08:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 08:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 09:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 09:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 10:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 10:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 11:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 11:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 12:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 12:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 13:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 13:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 14:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 14:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 15:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 15:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 16:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 16:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 17:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 17:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 18:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 18:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 19:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 19:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 20:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 20:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 21:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 21:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 22:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 22:30:00,0.0,distillate,MW,wem,WEM
2016-03-26 23:00:00,0.0,distillate,MW,wem,WEM
2016-03-26 23:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 00:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 00:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 01:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 01:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 02:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 02:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 03:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 03:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 04:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 04:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 05:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 05:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 06:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 06:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 07:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 07:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 08:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 08:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 09:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 09:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 10:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 10:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 11:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 11:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 12:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 12:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 13:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 13:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 14:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 14:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 15:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 15:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 16:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 16:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 17:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 17:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 18:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 18:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 19:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 19:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 20:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 20:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 21:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 21:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 22:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 22:30:00,0.0,distillate,MW,wem,WEM
2016-03-27 23:00:00,0.0,distillate,MW,wem,WEM
2016-03-27 23:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 00:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 00:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 01:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 01:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 02:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 02:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 03:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 03:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 04:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 04:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 05:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 05:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 06:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 06:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 07:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 07:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 08:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 08:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 09:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 09:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 10:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 10:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 11:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 11:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 12:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 12:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 13:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 13:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 14:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 14:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 15:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 15:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 16:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 16:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 17:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 17:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 18:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 18:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 19:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 19:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 20:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 20:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 21:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 21:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 22:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 22:30:00,0.0,distillate,MW,wem,WEM
2016-03-28 23:00:00,0.0,distillate,MW,wem,WEM
2016-03-28 23:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 00:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 00:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 01:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 01:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 02:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 02:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 03:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 03:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 04:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 04:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 05:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 05:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 06:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 06:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 07:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 07:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 08:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 08:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 09:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 09:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 10:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 10:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 11:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 11:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 12:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 12:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 13:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 13:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 14:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 14:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 15:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 15:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 16:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 16:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 17:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 17:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 18:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 18:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 19:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 19:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 20:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 20:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 21:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 21:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 22:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 22:30:00,0.0,distillate,MW,wem,WEM
2016-03-29 23:00:00,0.0,distillate,MW,wem,WEM
2016-03-29 23:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 00:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 00:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 01:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 01:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 02:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 02:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 03:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 03:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 04:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 04:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 05:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 05:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 06:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 06:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 07:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 07:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 08:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 08:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 09:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 09:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 10:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 10:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 11:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 11:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 12:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 12:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 13:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 13:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 14:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 14:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 15:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 15:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 16:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 16:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 17:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 17:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 18:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 18:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 19:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 19:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 20:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 20:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 21:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 21:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 22:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 22:30:00,0.0,distillate,MW,wem,WEM
2016-03-30 23:00:00,0.0,distillate,MW,wem,WEM
2016-03-30 23:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 00:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 00:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 01:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 01:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 02:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 02:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 03:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 03:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 04:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 04:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 05:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 05:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 06:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 06:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 07:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 07:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 08:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 08:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 09:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 09:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 10:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 10:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 11:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 11:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 12:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 12:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 13:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 13:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 14:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 14:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 15:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 15:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 16:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 16:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 17:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 17:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 18:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 18:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 19:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 19:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 20:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 20:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 21:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 21:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 22:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 22:30:00,0.0,distillate,MW,wem,WEM
2016-03-31 23:00:00,0.0,distillate,MW,wem,WEM
2016-03-31 23:30:00,0.0,distillate,MW,wem,WEM
2016-03-01 00:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 00:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 01:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 01:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 02:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 02:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 03:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 03:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 04:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 04:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 05:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 05:30:00,1.572,solar_rooftop,MW,wem,WEM
2016-03-01 06:00:00,19.21,solar_rooftop,MW,wem,WEM
2016-03-01 06:30:00,35.43,solar_rooftop,MW,wem,WEM
2016-03-01 07:00:00,65.64,solar_rooftop,MW,wem,WEM
2016-03-01 07:30:00,106.9,solar_rooftop,MW,wem,WEM
2016-03-01 08:00:00,156.9,solar_rooftop,MW,wem,WEM
2016-03-01 08:30:00,203.7,solar_rooftop,MW,wem,WEM
2016-03-01 09:00:00,247.0,solar_rooftop,MW,wem,WEM
2016-03-01 09:30:00,243.7,solar_rooftop,MW,wem,WEM
2016-03-01 10:00:00,271.3,solar_rooftop,MW,wem,WEM
2016-03-01 10:30:00,319.7,solar_rooftop,MW,wem,WEM
2016-03-01 11:00:00,333.7,solar_rooftop,MW,wem,WEM
2016-03-01 11:30:00,351.9,solar_rooftop,MW,wem,WEM
2016-03-01 12:00:00,363.0,solar_rooftop,MW,wem,WEM
2016-03-01 12:30:00,363.6,solar_rooftop,MW,wem,WEM
2016-03-01 13:00:00,361.2,solar_rooftop,MW,wem,WEM
2016-03-01 13:30:00,351.8,solar_rooftop,MW,wem,WEM
2016-03-01 14:00:00,337.7,solar_rooftop,MW,wem,WEM
2016-03-01 14:30:00,317.2,solar_rooftop,MW,wem,WEM
2016-03-01 15:00:00,291.2,solar_rooftop,MW,wem,WEM
2016-03-01 15:30:00,253.8,solar_rooftop,MW,wem,WEM
2016-03-01 16:00:00,206.5,solar_rooftop,MW,wem,WEM
2016-03-01 16:30:00,166.8,solar_rooftop,MW,wem,WEM
2016-03-01 17:00:00,123.3,solar_rooftop,MW,wem,WEM
2016-03-01 17:30:00,70.36,solar_rooftop,MW,wem,WEM
2016-03-01 18:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 18:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 19:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 19:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 20:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 20:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 21:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 21:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 22:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 22:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 23:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-01 23:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-02 00:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-02 00:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-02 01:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-02 01:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-02 02:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-02 02:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-02 03:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-02 03:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-02 04:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-02 04:30:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-02 05:00:00,0.0,solar_rooftop,MW,wem,WEM
2016-03-02 05:30:00,1.937,solar_rooftop,MW,wem,WEM
2016-03-02 06:00:00,16.95,solar_rooftop,MW,wem,WEM
2016-03-02 06:30:00,34.32,solar_rooftop,MW,wem,WEM
2016-03-02 07:00:00,64.19,solar_rooftop,MW,wem,WEM
